DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,1991,117.1011879,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,108.3683281,126.5370399,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,1992,113.534387,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,105.1564138,122.1791906,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,1993,110.1299711,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,102.0845429,118.2171678,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,1994,106.9074839,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,99.25990335,114.5833626,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,1995,103.9086445,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,96.63011612,111.1442249,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,1996,101.0252053,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,94.0723774,107.9990263,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,1997,98.23919912,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,91.63107841,105.1000219,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,1998,95.57212414,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,89.33051462,102.2309587,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,1999,93.01227618,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,87.02785627,99.45875558,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,2000,90.46083844,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,84.74109881,96.78074514,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,2001,87.94077277,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,82.38029368,94.14523426,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,2002,85.3326609,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,79.9822595,91.34332863,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,2003,82.70488095,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,77.53308914,88.45556829,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,2004,79.99490553,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,75.01334675,85.5407753,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,2005,77.29945522,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,72.40968,82.65972444,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,2006,74.59262826,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,69.87337215,79.75703482,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,2007,71.89087068,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,67.35900893,76.93707468,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,2008,69.23175602,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,64.71616756,74.19443181,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,2009,66.68403116,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,62.07254171,71.63759206,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,2010,64.18679094,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,59.46533888,69.32247115,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,2011,61.7654861,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,56.95135824,67.11803386,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,2012,59.45514308,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,54.38610915,65.11138489,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,2013,57.25084931,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,51.82266772,63.18460124,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,2014,55.17441779,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,49.27541168,61.38593359,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,2015,53.17104063,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,46.70269383,59.80319321,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,2016,51.26366478,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,44.1960576,58.24280308,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,2017,49.54155646,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,41.85361258,57.05695479,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,2018,47.90689111,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,39.62672467,56.27936623,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,2019,46.42230301,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,37.46915111,55.81167085,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0: Infant mortality rate,_T: Total,2020,44.96734706,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,35.40955749,55.52678258,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1961,343.7311047,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,294.6670344,403.2476271,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1962,338.139738,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,293.0852379,392.1474985,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1963,332.5014728,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,290.2918366,382.1129789,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1964,327.2983306,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,286.4054859,374.2107762,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1965,322.2872869,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,282.846771,366.5220395,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1966,316.6508067,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,278.4386525,359.7858719,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1967,311.358501,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,273.7439235,353.981479,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1968,305.8666678,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,269.3515021,348.0126942,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1969,300.6153926,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,264.4132234,342.5759816,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1970,295.213855,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,259.7781266,337.1123072,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1971,289.7227821,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,255.4746152,331.850403,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1972,284.1547123,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,250.7079518,325.9057335,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1973,278.5984659,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,246.0490986,319.0093146,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1974,273.0407733,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,241.9277398,312.5395712,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1975,267.4758616,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,237.138704,306.1929669,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1976,261.7215701,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,232.3681385,299.3307907,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1977,255.9893947,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,227.6753941,291.5969999,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1978,250.0736088,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,222.4560461,284.319715,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1979,243.8769621,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,217.0467665,277.047706,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1980,237.8386506,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,212.0353258,269.7425022,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1981,231.6349169,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,206.8664103,262.0290788,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1982,225.309745,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,201.7224693,254.48661,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1983,219.0476571,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,196.280066,246.6459396,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1984,212.6554582,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,190.9124324,238.9700837,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1985,206.1043453,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,185.6520937,230.604192,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1986,199.5787304,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,180.249046,222.4171941,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1987,193.0665982,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,174.900574,214.1586429,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1988,186.6468255,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,169.5778093,206.255066,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1989,180.2940788,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,164.2069604,198.3801947,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1990,173.9247557,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,158.8062779,190.7655526,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1991,167.8090663,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,153.4800546,183.3551132,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1992,161.8514516,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,148.264495,176.4835133,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1993,156.2115554,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,143.3017648,169.8211832,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1994,150.9776857,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,138.6526417,163.6774787,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1995,146.0347729,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,134.4285613,158.0269849,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1996,141.1890883,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,130.3031309,152.6387535,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1997,136.7914787,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,126.5633573,147.9017551,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1998,132.6862272,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,122.9056278,143.263463,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,1999,128.642526,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,119.2650055,138.8846812,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,2000,124.6252165,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,115.786223,134.6095874,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,2001,120.7942929,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,112.1770377,130.4839865,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,2002,116.8927492,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,108.4644954,126.2053205,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,2003,112.691694,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,104.5809724,121.804934,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,2004,108.527255,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,100.6001988,117.2039787,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,2005,104.3803435,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,96.79168181,112.6261074,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,2006,100.1011723,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,92.81532495,108.0895267,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,2007,95.92269089,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,88.74978645,103.6908987,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,2008,91.80644155,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,84.69994874,99.39850303,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,2009,87.86723009,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,80.8081912,95.58966682,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,2010,84.00286703,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,76.74901165,91.91197517,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,2011,80.27756855,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,72.83266084,88.38790417,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,2012,76.67889596,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,68.89985434,85.1293653,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,2013,73.22003131,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,64.89213086,82.21146679,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,2014,69.87710734,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,60.92083334,79.30079841,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,2015,66.72908554,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,57.28987586,76.7970225,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,2016,63.8006944,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,53.74407973,74.34662025,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,2017,61.14737673,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,50.38466758,72.39283268,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,2018,58.7281588,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,47.17697721,70.97434983,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,2019,56.39619923,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,44.09743484,70.07544757,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,F: Female,2020,54.34453435,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,41.35493251,69.42051049,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1961,359.7777464,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,308.9998431,423.2480237,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1962,354.0083586,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,307.2445556,411.9065404,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,M: Male,1963,348.3045042,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,304.2702977,401.7314576,,,,UN_IGME,,,,,,_T: Total
